9918	11725
11725	10934
9897	10934
9897	9897
9918	10934
10934	10934
6877	10742
10756	10780
10784	10742
10764	10784
10768	10785
10788	10750
10753	10788
10758	10788
10768	10788
10755	10789
10769	10758
10629	10629
9413	9413
9413	9414
9669	9669
9132	9132
9646	9646
9645	9646
28083	9027
9027	9977
10021	9027
10463	9027
11119	9027
12011	9027
9027	12377
12617	9027
9033	9036
9383	9035
12306	9035
9552	9046
9554	9046
9046	10273
9046	10910
12507	9046
11258	2903
9078	9078
9078	10782
9080	9080
6142	9080
9153	11839
9380	28068
28068	9381
339	11553
11563	11563
11563	12363
10752	10431
11718	9301
6874	9262
10284	9186
28057	28071
9478	28071
12455	28071
11961	11961
10437	28086
11991	11990
11997	11990
11990	10458
12743	10141
584	10141
10141	11617
28070	28070
9323	9323
9747	9323
9216	11754
9791	9224
11729	9229
10086	9237
1026	1026
9249	11972
12309	9249
9249	12589
10467	9250
6053	6053
10745	9290
6873	9290
9333	9334
9336	9335
9419	9335
9896	9335
9419	9460
10745	9419
9419	10733
9419	12060
9455	9455
9455	10752
9455	6159
9177	9458
9458	9932
9933	9458
9934	9458
6159	9458
9460	9460
10149	9460
6849	9460
10255	9460
9460	10311
6889	9460
10782	9460
10920	9460
6159	9460
6142	6853
9726	6142
6142	10745
9462	9464
9462	9584
9931	9462
9933	9462
9934	9462
6159	9462
9464	9935
6159	9485
12856	9485
9521	6159
10043	9570
9571	9573
6159	9573
9625	9515
9625	11687
12766	9674
6853	6853
9726	6853
9759	11033
9460	9775
9533	9775
12805	9775
9803	9802
9460	9816
6872	9834
9834	10772
9481	6141
9507	6141
6868	6141
9861	6886
10255	6886
11176	9861
9876	9753
9876	339
9876	10467
10603	9876
6159	9876
6872	9890
9890	6873
10772	9890
10727	9896
10016	9956
9931	9931
9931	11896
9932	9932
9932	9381
11322	9932
9935	9934
9934	10656
10840	9934
11012	9934
10146	9955
9955	6872
9955	11585
10524	9956
339	9989
9998	9997
9998	9999
9998	6159
10004	10003
10003	10255
10008	10008
10782	10008
11822	10010
10017	9960
10017	10641
6159	10017
12607	10017
10781	10033
10884	10043
10044	9540
9667	10044
10618	10044
10066	12529
9816	10108
10095	9953
11795	10095
10098	10095
10652	10098
10117	10117
10122	6159
10124	10124
9323	10124
10752	10124
10136	10137
10971	10136
10137	12058
10522	10146
10255	10149
6159	10149
10153	28061
10214	10153
10153	11486
12916	10153
12572	10168
10840	6849
339	10228
10232	10234
6142	339
339	11561
339	12296
9835	11324
10255	10255
10311	10255
6883	10255
10522	10255
6889	10255
10840	10255
12695	10255
10268	28080
9467	10268
11324	10268
10273	10274
10273	10275
10273	6159
10274	10275
10275	10275
28065	10278
10278	10277
10278	11977
10278	12403
10278	12946
10279	9060
10279	12919
10281	28073
10281	9803
10281	11157
10281	11852
10282	9612
9984	10282
10280	10282
10282	11631
10282	12833
10304	10437
11096	10304
11292	10307
10323	10311
9562	10312
10311	10321
10312	10321
10321	10323
10458	10323
10312	10324
10326	12162
339	10327
10329	10327
584	584
6882	10773
6882	6874
6872	6883
6873	6883
6883	10772
6883	11179
11563	10441
10441	12112
12450	10441
12849	10441
10456	10459
10461	10568
10461	11019
11019	10467
10467	12058
10522	10471
6878	9522
6879	6878
10199	6879
6879	11789
12208	6879
12556	6879
10497	10497
11925	10521
10752	10522
10522	10920
10522	11585
9937	10524
10146	10524
6159	10524
9712	10546
10701	10546
10546	12392
12765	10559
28055	10559
10559	10441
10870	10559
11548	10559
10559	9749
10559	12551
10568	10573
10593	11486
10593	12060
10111	10622
10622	10150
12193	10622
10650	540
540	10651
10652	10652
10729	10654
10654	364
10656	364
10656	11011
10665	11459
10698	10745
9035	10708
12764	10708
9354	10708
339	10708
10708	10442
10782	10727
10727	10920
10727	6159
10733	10727
10738	9460
10745	10772
10840	10745
10745	10920
10733	10745
6873	10775
10777	6873
6873	11179
10772	12132
10455	10773
10782	10773
12897	10776
10840	9025
10840	28070
9220	10840
10840	10244
10840	11440
10848	10752
10782	10848
10733	10848
11585	10848
10848	2896
10721	10460
12744	10919
10919	11627
6159	10920
11585	10920
10562	364
364	11012
6885	6885
10936	10935
10936	11847
10971	6863
11033	11033
10840	11033
11011	10146
10654	11011
11011	6872
10772	11011
11011	10920
11012	11011
11585	11011
11012	9031
11019	12058
12901	11073
9081	11099
11277	11099
11630	11099
11103	9027
10923	11103
9437	11103
10146	11103
11103	10458
10555	11103
10752	10733
10782	10733
10733	12060
12299	11180
12834	11180
9281	11196
11196	11263
12710	11196
9078	11311
11311	11890
12423	11331
9460	11354
11354	339
9942	12026
12384	9942
11955	11414
11414	9202
11414	9703
10014	11414
10313	11414
11112	11414
11414	11994
9460	11459
11459	10752
11459	10782
10920	11459
11459	6159
11459	10733
1100	11480
11480	11262
11486	12060
12079	11521
10932	11551
10141	11551
11551	9384
12573	11551
9898	11552
9984	11572
11585	9078
11585	9080
9937	11585
11585	10593
11585	10733
11585	12060
12272	11585
12368	11585
11585	12716
10848	11650
9749	11804
11847	12223
9458	11936
11936	10408
11976	11936
12749	11976
9937	12035
12035	10180
10380	12035
12035	10502
12035	10522
10782	12035
10840	12035
12035	10848
12035	11046
12035	6159
12035	11120
11486	12035
11650	12035
12035	11922
28085	12068
9460	12068
12068	339
12068	10752
10550	10550
339	12076
12157	6159
6159	9749
339	12268
6159	12268
12273	10566
11012	12327
12428	12457
12469	12469
12469	9758
12469	6141
11011	12487
12571	12572
9527	12581
12581	339
12581	10434
11125	12581
11282	12581
11300	12581
12581	11366
12581	11630
11619	11069
10938	10940
10939	10940
10938	10939
9515	12808
12808	9719
10034	12808
10653	12808
9977	12897
10256	10256
10255	10256
10257	10256
28100	28105
28105	28102
28105	28101
28103	28102
28103	28104
12273	10910
9419	12273
10311	10240
10234	10311
10242	10311
10233	10311
10587	10587
10776	10592
10587	10588
10589	10589
10589	10587
9366	9366
9536	9536
10563	10563
10906	10906
12478	12478
28112	28112
28119	28119
27644	28119
10813	10813
11935	11935
9436	9436
12641	12641
11776	11776
11007	9048
11007	9049
11007	28120
11007	28121
28121	28120
9049	9049
9050	9048
9368	9048
9274	10956
6053	9274
12092	12092
9046	10043
10273	10043
6886	28124
28125	28124
28125	28125
28124	28124
9044	9044
9733	9733
10273	1158
6872	9669
9599	10760
9599	10758
10763	9599
9709	9599
9886	9877
9705	9700
9700	9706
9704	9702
12735	9702
12735	9706
9700	9708
9706	9708
9705	12735
9702	12117
9704	12117
12117	9705
12117	9706
9705	9704
12735	9704
10401	10401
11013	11015
10773	10693
10773	9322
10773	9669
10816	10814
28127	28127
12284	12284
9955	9733
12143	9323
12143	12143
10941	10941
9324	10941
28128	28128
9220	9220
28129	9933
28126	11011
28126	10772
28126	6872
28126	10773
9133	9132
9198	9199
9201	9202
9272	6053
9314	9312
9319	9318
9348	9349
9980	9981
10063	10062
10322	10316
10318	10317
10497	10502
10500	10501
10808	10807
11016	11017
11082	11083
11852	11853
11909	11908
12044	12052
11017	11014
11013	11014
10945	10117
10742	10744
10752	10743
10754	10743
10746	10749
10747	10749
10761	10751
10761	10756
10763	10752
10752	10754
10763	10754
10759	10756
6875	10779
567	565
6884	6885
565	565
10666	10666
10644	10644
9820	9820
9438	11563
9438	9083
9438	9438
9248	9248
11579	11579
11580	11580
9382	9377
9382	9382
12769	12769
6142	9452
12769	9452
11013	12769
28075	28075
11134	11134
28075	11134
10298	10298
10297	10297
9437	9437
29039	29039
29108	29109
29121	29121
29140	29140
29232	29232
9353	9353
9049	29531
29566	29563
29623	29623
29645	10398
29679	29679
9793	9793
29777	9615
9609	9609
29797	29797
29827	29827
10219	29833
10219	29834
29848	29848
29868	29868
29874	29874
35089	35088
35363	35363
35409	35408
35412	1025
35499	35499
9611	9616
12469	35646
35646	35646
35731	10603
35844	35844
31838	31838
6159	31835
31853	36428
37855	6196
10274	39981
10840	10496
9915	9915
41665	31856
31879	31879
10836	31877
39580	39580
39580	45824
39581	39580
9999	36429
35752	10727
9615	9611
9611	9612
9709	31865
10827	46146
9523	9523
36229	36229
46182	46181
46188	46188
46203	9460
339	46203
46203	35751
46256	46257
46258	46256
46256	46256
46307	29374
46322	10304
46336	6196
29841	339
46385	46384
36216	36216
46478	46478
9325	46504
46504	46504
35840	9709
35752	10752
9380	9381
10018	10053
31853	47913
47866	47867
47853	11616
11092	9943
35748	35845
35363	47893
35777	35892
9835	12825
35807	31861
47888	9835
9835	9989
9452	9453
2893	35792
35792	2901
35792	11601
11564	35792
35792	11740
35792	12224
9397	48025
48025	10479
10568	48025
48025	11549
28071	35839
12663	47896
11497	35839
10840	35777
10323	35943
31879	12218
10085	10931
47891	35958
10455	47860
9835	47877
35803	35892
35747	31860
9835	11229
47894	10070
9835	9078
12043	39902
9249	47830
9932	35746
36038	36231
12268	9835
47861	10459
47878	9078
35807	47892
6141	9835
47885	10721
11059	47873
9395	9835
11425	36185
11311	6159
47895	10840
46322	35815
35794	47855
35797	10273
47894	35919
35797	47893
47882	29868
35860	35752
47875	12572
36038	31875
36038	11813
10431	47884
35746	28079
36038	11307
11718	35839
9835	10228
36038	47869
10287	6159
35884	35409
11615	11696
35797	9460
9460	47849
36232	36038
12528	35794
11585	35801
36176	47829
9945	9943
28079	35752
31840	11015
35882	10727
36176	35882
31860	35797
47865	35958
47837	47876
47837	35845
35791	10773
10358	36221
47874	35793
9044	9081
47832	35798
31875	10556
35746	9462
9835	47843
35799	10733
35747	9933
48203	47905
35752	47839
12433	47890
36217	35791
35823	35746
9571	9576
47897	36038
11012	35807
6159	10971
47833	47834
35902	35797
10620	9835
47898	35865
10524	47868
11919	11274
11558	11501
11646	47883
36202	6141
47890	9281
35752	35884
35900	36226
48001	48002
31839	6159
35746	9078
35793	31862
36183	35878
36183	9078
9460	36183
36183	11585
47832	36183
35746	36183
35791	36183
36183	35748
36183	35793
36183	35807
36183	35797
12371	36183
35793	47833
47833	47835
47834	11585
35746	47834
35791	47834
35797	47834
35752	47836
47836	36038
47836	10124
35984	47836
47836	35363
47836	10733
47836	35746
47836	35791
35860	47836
47837	47836
47836	35793
35884	47836
47836	35807
47836	35794
47836	36226
35752	35914
9455	35791
35807	9455
9455	35794
35958	35919
47841	35844
47841	36202
31848	47841
9835	47841
47841	10467
10496	47841
47841	35958
47841	35747
35884	47841
31878	47841
35958	9803
9803	35807
36047	35791
36047	35748
47846	36047
36047	47829
35853	36226
31833	35892
31833	41099
10146	31833
10147	31833
47848	9460
47848	10840
9835	9998
31832	9998
35409	47849
47849	47850
47849	35672
47849	10467
47849	10522
47851	47849
36176	35791
36176	35793
35791	10095
35933	35958
35807	35933
31853	35933
35791	10124
10124	35976
10124	35807
36212	35919
36212	31847
10467	36212
36231	36212
10251	31847
10251	36202
10251	31848
10467	10251
36163	10251
35914	10251
10251	35748
35942	10251
31873	31874
31874	9835
47856	47855
35752	47855
47855	10733
47855	10752
35801	47855
47855	35855
31860	9460
35807	31860
10441	47858
35791	10441
35807	47859
35746	10522
35747	10522
10522	35791
35748	10522
10522	47837
10522	35794
35855	10522
35839	9460
9835	35839
11585	35839
35747	35839
35839	35976
35807	35839
35839	35794
47839	10593
36163	10620
36221	35747
35793	36221
36221	36226
31830	35746
35747	31830
35807	31830
35793	35644
35794	35644
35855	35644
47856	11585
11585	36176
11585	35860
10752	11585
11585	35976
47846	11585
35884	11585
35807	11585
11585	35909
10752	47832
35793	47832
35855	47832
47832	28079
47835	10727
47864	11011
11585	36039
47837	36039
10733	35860
10733	47838
35855	10733
10733	47829
47839	10733
35972	35746
35972	35747
35791	35972
35972	35748
35972	10752
35777	35797
10773	35746
10773	35884
35747	10848
35791	10848
10848	35884
10848	35794
35860	47871
47871	35884
35930	9460
35930	47838
35930	35855
35747	29378
29378	35748
29378	35793
35748	36020
35777	11011
9835	47874
47874	35746
11874	9835
10666	11874
35747	47876
10752	47876
35794	47876
35752	47878
10727	47878
35746	47878
47878	35747
35791	47878
47878	35860
47878	35748
47878	35793
47878	35884
47878	35807
35794	47878
35909	47878
10752	47879
47879	35976
35807	47879
35855	47879
47879	35805
35746	11459
11459	35747
35791	11459
11459	35914
11459	35860
11459	35816
47837	11459
11459	35793
35884	11459
35807	11459
35794	11459
11459	47835
47880	9888
47881	47880
11847	35746
35791	11847
35793	11847
11847	35807
11847	35794
47887	11847
35845	47887
47887	10593
35958	47887
47887	10733
35746	47887
35747	47887
47887	35914
35748	47887
47837	47887
10752	47887
47887	35801
35793	47887
47887	47846
35884	47887
35807	47887
35794	47887
47838	47887
35855	47887
47889	47887
47839	47887
10920	47887
47887	11486
47887	47835
12035	35794
12035	35855
47835	35747
35791	47835
47835	35748
47835	35793
47835	35855
12175	35746
35748	12175
35746	47891
35794	47891
47891	35799
47891	47838
47893	35791
47893	35882
47837	47893
12624	9835
9460	6892
9835	6892
35746	6892
35791	6892
6892	10752
35793	6892
11322	6892
48006	10332
48006	11277
48006	11935
48012	9943
9944	9945
9945	10146
35980	35845
48047	10124
10251	36212
31874	11354
39402	36020
35839	12921
47887	11585
10782	47832
12716	47832
36183	35879
10840	35853
29378	36047
11672	47875
47875	366
47875	12038
11103	35777
28079	11585
9249	35839
31873	31873
9937	6159
47848	36180
35839	6159
31861	12815
47832	10840
11446	47832
47832	12371
48007	9035
35878	35897
9944	9943
29109	48025
35879	47857
35839	9301
10733	47832
35803	35879
35777	35803
10773	35777
35803	10773
35803	31837
35777	10777
47841	9819
36182	47841
10773	36182
39580	48297
48298	39580
11017	11017
10072	10072
31838	35409
31838	35907
35785	35785
31859	48357
48237	6053
48358	47991
10502	35852
48394	35408
36179	36179
48446	9476
48446	35886
35852	35852
48472	48472
48512	29109
9356	9356
9356	29109
48512	48025
48540	31097
16991	16990
16992	16989
48564	48564
35915	48603
48237	48635
35751	9460
48880	35751
48900	48900
39581	48061
35746	35748
9502	11007
9502	9502
11460	11460
29039	11007
11460	11007
36047	36047
49014	35879
36210	36210
36213	36213
35987	10029
6053	48236
6053	10956
10956	48236
9705	10252
51001	35933
36213	584
9325	9325
58537	58536
10942	58536
10942	58537
11178	58536
11178	58537
36210	31879
35675	35933
35675	51001
35675	58651
9027	11198
9233	11194
9027	11196
59011	59011
48328	36815
59053	46256
59055	46256
59054	46256
35748	10782
47838	35748
12127	12127
12127	12128
12126	12127
12125	12127
12127	12124
12126	12125
12126	12124
31879	9424
9346	9345
9612	9616
10977	10977
9345	9345
9247	9247
51082	51082
10006	9041
29679	11090
31832	11090
59303	59302
47480	59302
10501	10501
16992	59336
35890	35890
9681	35890
51225	51225
6159	59375
59375	31835
47480	59303
36030	10273
35785	35941
16992	10398
59501	35844
47945	47945
59302	59302
59303	59303
11563	11562
59619	59619
35993	12426
339	59725
59730	9649
59767	59767
59775	59775
59775	59776
31879	59302
31879	10840
35983	47953
47953	35801
10397	46256
31879	46256
9424	10148
10148	46256
12942	51058
48258	35978
48258	48258
35978	35978
35751	35844
60028	60028
60228	60228
47974	47974
29374	9223
59709	47850
47850	10142
60377	35777
11677	11677
9796	9796
60409	60409
35731	35846
10267	35731
60412	60411
35876	48135
47875	48135
60450	35876
35876	48012
10081	10081
11103	35876
35876	35876
11103	48012
48012	48012
48012	47875
36210	48016
60584	60583
48111	9592
48111	48111
9547	48111
48111	9232
9583	48111
9546	48111
9602	48111
10396	48111
48111	10120
339	10115
10905	579
581	10905
48251	48251
60620	9460
60620	10781
60620	10840
6159	60620
60620	11354
60620	6142
9940	48025
10043	48025
60620	10255
6160	60620
11331	47832
47832	12060
11562	9438
46203	31865
46203	9709
10840	46203
48358	48358
60690	10124
60693	31864
11103	35803
47983	31873
1157	31873
60748	35777
10773	60748
60749	60749
10252	51238
35876	10252
47950	10252
31873	35907
60777	46336
37855	46336
37855	60778
60778	44594
44594	44596
44594	44594
44594	6196
6196	60777
6196	44596
60778	6196
37855	37855
29874	35006
35089	35089
20922	9796
47973	47841
60827	60833
60828	60833
60828	60830
60828	60831
60832	60828
11535	11535
9049	11423
12109	12118
12118	12118
12109	12109
60856	9602
10727	35946
35946	35946
10214	35946
35971	10604
36019	12042
51120	36019
10051	10051
10051	46258
10802	10802
39581	10802
60828	60827
60828	60829
60828	60834
10895	36019
10895	12042
10895	51120
